Unnamed: 0,Unnamed: 0.1,userId,movieId,rating,timestamp
0,0,1,1,4.350961538461538,0
1,1,1,163,4.0,0
2,2,1,356,4.259259259259258,0
3,3,1,552,4.297924297924298,0
4,4,1,733,4.3914924297044005,0
5,5,1,1023,4.279524214103652,0
6,6,1,1073,4.39250493096647,0
7,7,1,1198,4.233620381761172,0
8,8,1,1226,4.3569943569943534,0
9,9,1,1298,4.259094028826352,0
10,10,1,1573,4.3569943569943534,0
11,11,1,1793,4.398695179412832,0
12,12,1,2018,4.16097987751531,0
13,13,1,2094,4.177018633540374,0
14,14,1,2161,4.419716820398331,0
15,15,1,2366,4.599762470308791,0
16,16,1,2478,4.2003338898163625,0
17,17,1,2617,4.39938080495356,0
18,18,1,2716,4.479462875197472,0
19,19,1,2948,4.336966477376808,0
20,20,1,3052,4.312973369166862,0
21,21,1,3386,4.259094028826352,0
22,22,1,3617,4.271404821280132,0
23,23,1,4006,4.336966477376808,0
24,24,2,58559,3.807692307692308,0
25,25,2,89774,3.6923076923076925,0
26,26,2,131724,3.5,0
27,27,3,1263,2.8775757575757552,0
28,28,3,2288,1.9833997343957503,0
29,29,3,5746,2.3807631160572345,0
30,30,4,21,3.7145873414419452,0
31,31,4,171,3.7628050346776236,0
32,32,4,296,3.5491080582325245,0
33,33,4,450,3.6063022261912323,0
34,34,4,595,3.5864316316897864,0
35,35,4,902,3.594014962593515,0
36,36,4,1025,3.345398138572905,0
37,37,4,1094,3.730536280133163,0
38,38,4,1203,3.6063022261912323,0
39,39,4,1282,3.6654608447546724,0
40,40,4,1580,3.390334572490706,0
41,41,4,1860,3.730536280133163,0
42,42,4,1966,3.6002980625931458,0
43,43,4,2186,3.6055555555555534,0
44,44,4,2406,3.6558490867671143,0
45,45,4,2763,3.6826951327000264,0
46,46,4,2997,3.730536280133163,0
47,47,4,3255,3.6063022261912323,0
48,48,4,3591,3.640763937214869,0
49,49,4,4020,3.730536280133163,0
50,50,4,4226,3.6063022261912323,0
51,51,4,4741,3.5491080582325245,0
52,52,5,39,3.352078239608803,0
53,53,5,265,3.826771653543307,0
54,54,5,364,3.7,0
55,55,5,534,4.520661157024794,0
56,56,6,2,3.488781273159384,0
57,57,6,15,3.3859075043630065,0
58,58,6,31,3.437984496124024,0
59,59,6,54,3.423360814952299,0
60,60,6,88,3.3815384615384576,0
61,61,6,112,3.4701223616995973,0
62,62,6,153,3.416663014419068,0
63,63,6,174,3.6057492931196973,0
64,64,6,196,3.453998978482656,0
65,65,6,217,3.3395455705897343,0
66,66,6,237,3.52396507184184,0
67,67,6,256,3.3395455705897343,0
68,68,6,273,3.364313821938032,0
69,69,6,292,3.4392616612621505,0
70,70,6,315,3.508799702020671,0
71,71,6,337,3.3900318616294904,0
72,72,6,351,3.4821687183200556,0
73,73,6,361,3.423788625978371,0
74,74,6,378,3.676645161290316,0
75,75,6,419,3.3859075043630065,0
76,76,6,455,3.4392616612621505,0
77,77,6,477,3.364313821938032,0
78,78,6,502,3.3859075043630065,0
79,79,6,531,3.3859075043630065,0
80,80,6,552,3.6046960437439695,0
81,81,6,594,3.566585299701652,0
82,82,6,637,3.3859075043630065,0
83,83,6,709,3.4977870346263917,0
84,84,6,783,3.4392616612621505,0
85,85,6,839,3.453998978482656,0
86,86,6,981,3.3900318616294904,0
87,87,6,1064,3.6523876404494398,0
88,88,7,356,3.508094981111713,0
89,89,7,648,3.4979768191482106,0
90,90,7,1219,3.432225198256394,0
91,91,7,1784,3.340678975580705,0
92,92,7,2671,3.769230769230769,0
93,93,7,3578,3.3499948522598606,0
94,94,7,4306,3.2830319888734363,0
95,95,7,4993,3.4073414112615854,0
96,96,7,5816,3.3499948522598606,0
97,97,7,7143,3.3499948522598606,0
98,98,7,8665,3.387626262626262,0
99,99,7,8957,3.3504688005172967,0
100,100,7,31878,3.5915545590433484,0
101,101,7,34319,3.470711297071132,0
102,102,7,48783,3.30435737824973,0
103,103,8,32,3.9818181818181806,0
104,104,8,186,3.1362397820163492,0
105,105,8,317,3.1025641025641013,0
106,106,8,440,3.7589820359281463,0
107,107,8,592,3.693766937669377,0
108,108,9,1037,3.2261904761904767,0
109,109,9,2877,3.19047619047619,0
110,110,9,5445,3.184905660377359,0
111,111,9,5893,2.761904761904762,0
112,112,10,356,3.5079113924050622,0
113,113,10,2571,3.063099041533547,0
114,114,10,4993,3.3590192644483383,0
115,115,10,6377,3.302371541501975,0
116,116,10,7451,3.3590192644483383,0
117,117,10,8970,3.2421412721893486,0
118,118,10,47099,3.499226282585409,0
119,119,10,58559,3.019379844961239,0
120,120,10,68954,3.485436893203884,0
121,121,10,72737,3.019379844961239,0
122,122,10,81847,3.019379844961239,0
123,123,10,92259,3.1447688564476888,0
124,124,10,103335,3.39414762198888,0
125,125,10,109853,3.4021706586826346,0
126,126,11,10,4.342105263157895,0
127,127,11,292,3.784147204529372,0
128,128,11,466,4.141584279262787,0
129,129,11,736,4.416666666666667,0
130,130,11,1438,3.7256913470115967,0
131,131,11,1687,3.9689781021897836,0
132,132,11,2002,3.8189193022266372,0
133,133,12,543,4.297935103244839,0
134,134,12,2100,5.0,0
135,135,12,5620,4.4655172413793105,0
136,136,13,1590,3.711320232493771,0
137,137,13,3513,3.5675675675675684,0
138,138,13,3897,4.357142857142858,0
139,139,14,32,3.509893455098934,0
140,140,14,266,3.5375593409662107,0
141,141,14,367,3.6784140969162977,0
142,142,14,508,3.672514619883042,0
143,143,14,592,3.71593389460555,0
144,144,15,260,3.4891838741396253,0
145,145,15,596,3.664373642288198,0
146,146,15,1265,3.542288822525601,0
147,147,15,2081,3.7597783572359877,0
148,148,15,3147,3.7266949152542366,0
149,149,15,3994,3.716180371352784,0
150,150,15,5445,3.3641524736415245,0
151,151,15,8360,3.46668527824307,0
152,152,15,59315,3.2697368421052633,0
153,153,15,72998,3.245239908606245,0
154,154,15,97938,3.625509372453139,0
155,155,15,112556,3.625509372453139,0
156,156,15,134130,3.7266949152542366,0
157,157,16,50,3.732115085536549,0
158,158,16,541,3.284615384615384,0
159,159,16,913,3.732115085536549,0
160,160,16,1197,3.596810933940774,0
161,161,16,1222,3.7277777777777783,0
162,162,16,1299,3.7367816091954023,0
163,163,16,2641,3.596810933940774,0
164,164,16,3429,3.7542087542087548,0
165,165,16,5618,3.6894864905966442,0
166,166,16,48394,3.6520681265206814,0
167,167,17,50,4.221554116558742,0
168,168,17,527,4.216783216783218,0
169,169,17,904,4.2454200884396744,0
170,170,17,1197,4.099286786786785,0
171,171,17,1234,4.168910648714813,0
172,172,17,1405,4.216783216783218,0
173,173,17,2571,4.221554116558742,0
174,174,17,3681,4.333333333333333,0
175,175,17,6016,4.2808764940239055,0
176,176,17,48516,4.3080229226361055,0
177,177,17,81932,4.333333333333333,0
178,178,18,50,3.8754342057002247,0
179,179,18,223,3.8754342057002247,0
180,180,18,344,3.397629750715161,0
181,181,18,442,3.616593225619793,0
