0.165100,-0.328596,0.443316
0.165100,-0.328596,0.443316
0.136774,-0.184524,0.183627
0.398588,0.328596,-0.183627
0.330201,0.184524,-0.076061
0.398588,0.328596,-0.183627
-0.165100,-0.328596,-0.443316
-0.136774,-0.184524,-0.183627
-0.165100,-0.328596,-0.443316
-0.330201,0.184524,0.076061
-0.398588,0.328596,0.183627
-0.398588,0.328596,0.183627
0.37579199,0.28057213,-0.14777191
-0.37579199,0.28057213,0.14777191
0.15565814,-0.28057213,0.35675295
-0.15565814,-0.28057213,-0.35675295
{1,2,3},{4,5,6},{7,8,9},{10,11,12}
