,userId,movieId,rating,timestamp
0,1,1,5.0,0
1,1,163,3.287983165066128,0
2,1,356,4.010557980258623,0
3,1,552,3.6733050079843825,0
4,1,733,4.412199496862941,0
5,1,1023,3.2499171884629594,0
6,1,1073,3.4839368354518583,0
7,1,1198,3.006581556567435,0
8,1,1226,2.469509489906614,0
9,1,1298,3.5065790433717727,0
10,1,1573,4.367915565732284,0
11,1,1793,4.485330467134492,0
12,1,2018,3.2883719470452317,0
13,1,2094,3.818387255878157,0
14,1,2161,2.6235534370542273,0
15,1,2366,3.693863493535732,0
16,1,2478,3.308919860367316,0
17,1,2617,2.8789098519575087,0
18,1,2716,3.219504342582646,0
19,1,2948,3.0065235456873762,0
20,1,3052,1.8260035112515869,0
21,1,3386,3.906852940414542,0
22,1,3617,4.138710186881347,0
23,1,4006,4.006600360363127,0
24,2,58559,3.9184744720874076,0
25,2,89774,4.4996282675214285,0
26,2,131724,3.270586012327796,0
27,3,1263,4.12680940778173,0
28,3,2288,2.4964252859847957,0
29,3,5746,3.270586012327796,0
30,4,21,2.903660068103266,0
31,4,171,1.495149861819013,0
32,4,296,2.931656541633601,0
33,4,450,2.5100400439453536,0
34,4,595,2.216836335606704,0
35,4,902,4.0006224359055285,0
36,4,1025,4.085541784945319,0
37,4,1094,4.339041323079266,0
38,4,1203,3.9192299390537664,0
39,4,1282,3.25852254815818,0
40,4,1580,3.0007442989802153,0
41,4,1860,4.500668023549666,0
42,4,1966,4.500598122495328,0
43,4,2186,4.169648368761502,0
44,4,2406,3.507670107837636,0
45,4,2763,3.0653759957987945,0
46,4,2997,3.000365131083442,0
47,4,3255,1.7441126459285483,0
48,4,3591,3.9022063376346368,0
49,4,4020,4.5006426970807105,0
50,4,4226,4.121035644141768,0
51,4,4741,3.00071665037007,0
52,5,39,2.082463481318948,0
53,5,265,4.399719876299466,0
54,5,364,2.950209203365185,0
55,5,534,3.001550102142166,0
56,6,2,3.020994468416075,0
57,6,15,3.4581155880895085,0
58,6,31,3.524380997850195,0
59,6,54,2.8239043174894274,0
60,6,88,1.4933378175518213,0
61,6,112,0.9967537864779865,0
62,6,153,2.84715606724438,0
63,6,174,3.450386933425546,0
64,6,196,3.9974363781664497,0
65,6,217,3.9972730756813224,0
66,6,237,4.319287455105732,0
67,6,256,4.241083937403989,0
68,6,273,2.9971859021324887,0
69,6,292,3.5941644932114185,0
70,6,315,3.907855722304286,0
71,6,337,3.774249941799371,0
72,6,351,3.997580747030114,0
73,6,361,3.4733054896709445,0
74,6,378,2.997119240006921,0
75,6,419,2.9971062854238153,0
76,6,455,4.178364716306448,0
77,6,477,4.106231218694353,0
78,6,502,2.995718320812966,0
79,6,531,3.5924538028711654,0
80,6,552,3.668105183575223,0
81,6,594,2.997401573715224,0
82,6,637,3.250073943539827,0
83,6,709,2.61399149547167,0
84,6,783,4.497723805741325,0
85,6,839,2.591964589241341,0
86,6,981,3.9975192127603587,0
87,6,1064,3.175512484447864,0
88,7,356,3.9984902814225425,0
89,7,648,3.821209358523476,0
90,7,1219,3.4974155163559555,0
91,7,1784,3.8724065586835215,0
92,7,2671,4.017111891149112,0
93,7,3578,3.8948399412952037,0
94,7,4306,1.9967399058612725,0
95,7,4993,3.4411611133712516,0
96,7,5816,3.656434197156356,0
97,7,7143,1.9275726695348796,0
98,7,8665,4.138846612870202,0
99,7,8957,3.0001200420799683,0
100,7,31878,2.496843618362482,0
101,7,34319,2.4981244270394076,0
102,7,48783,3.998843049397468,0
103,8,32,2.806431671649401,0
104,8,186,2.582137847101341,0
105,8,317,3.0000027893960333,0
106,8,440,4.001010717952458,0
107,8,592,2.9940346889358644,0
108,9,1037,3.833707381527663,0
109,9,2877,2.9987369483141393,0
110,9,5445,4.1208903293491534,0
111,9,5893,3.270586012327796,0
112,10,356,4.004044599544068,0
113,10,2571,1.0002099337076436,0
114,10,4993,3.4371447294769824,0
115,10,6377,3.7826051092221538,0
116,10,7451,3.663280248211429,0
117,10,8970,3.9810903857842512,0
118,10,47099,3.457218194822713,0
119,10,58559,3.855141267325641,0
120,10,68954,3.701764834123138,0
121,10,72737,1.000131121549774,0
122,10,81847,3.090603936283451,0
123,10,92259,2.9849549935488473,0
124,10,103335,4.000610583548497,0
125,10,109853,2.5000935600107055,0
126,11,10,3.998707347223043,0
127,11,292,3.502450006857187,0
128,11,466,3.7350306603801307,0
129,11,736,4.251753988359523,0
130,11,1438,3.5578297879872918,0
131,11,1687,3.424920017990815,0
132,11,2002,2.5089504927925828,0
133,12,543,3.348817968122203,0
134,12,2100,3.1500849876434107,0
135,12,5620,3.6575461778453886,0
136,13,1590,3.914231500165297,0
137,13,3513,3.933262900576604,0
138,13,3897,3.1658260799336944,0
139,14,32,2.796480950622476,0
140,14,266,3.6489014649864306,0
141,14,367,2.460708863300549,0
142,14,508,3.502421410840422,0
143,14,592,2.976317823491193,0
144,15,260,3.8798243536572046,0
145,15,596,3.8743503981935334,0
146,15,1265,3.6512637519793705,0
147,15,2081,3.241215731993142,0
148,15,3147,3.9429230311502157,0
149,15,3994,3.0070740655918473,0
150,15,5445,4.104061550075613,0
151,15,8360,4.300584258543024,0
152,15,59315,2.457322788552337,0
153,15,72998,4.1440870956774365,0
154,15,97938,3.9228425224978634,0
155,15,112556,4.169425250372978,0
156,15,134130,3.4535625999906188,0
157,16,50,2.3502618588532087,0
158,16,541,4.004709117286074,0
159,16,913,4.248201366660119,0
160,16,1197,3.509123348226668,0
161,16,1222,2.781208571288604,0
162,16,1299,3.4989069642183943,0
163,16,2641,3.0278890931469467,0
164,16,3429,3.6321855637542417,0
165,16,5618,3.653873696594664,0
166,16,48394,3.1306674130073033,0
167,17,50,2.357163638795358,0
168,17,527,3.501118174725699,0
169,17,904,3.998347274630483,0
170,17,1197,3.534987482205761,0
171,17,1234,4.061562858791493,0
172,17,1405,3.9933820945764853,0
173,17,2571,0.9980725985801193,0
174,17,3681,3.9983338213783193,0
175,17,6016,2.9982441206154,0
176,17,48516,2.4925828252161386,0
177,17,81932,2.795994820562469,0
178,18,50,2.3510342919025327,0
179,18,223,3.6560352480308826,0
180,18,344,4.99858859051732,0
181,18,442,2.006030961856393,0
182,18,586,2.604863872380918,0
183,18,673,3.2713458484985325,0
184,18,919,3.1816691242017385,0
185,18,1136,3.3999833421965797,0
186,18,1209,1.4198256743181021,0
187,18,1234,4.058856833657982,0
188,18,1291,2.7075015254185315,0
189,18,1544,2.1631366186077234,0
190,18,1729,3.9944746339203534,0
191,18,2000,2.420653607416867,0
192,18,2194,4.012674681526594,0
193,18,2420,4.078561634418856,0
194,18,2762,3.198229468985224,0
195,18,3257,3.92596648991131,0
196,18,3949,3.7890499972507805,0
197,18,4643,4.250082947738694,0
198,18,5120,3.5378691295734854,0
199,18,5608,3.7484633419184514,0
200,18,6287,3.6268247472952635,0
201,18,6548,3.767097564328657,0
202,18,7147,2.892508408231469,0
203,18,7753,2.7535368877430733,0
204,18,8798,3.1601400552079153,0
205,18,27716,3.270586012327796,0
206,18,33615,3.9195465757425496,0
207,18,38038,3.5436939257657607,0
208,18,45722,3.997825795717237,0
209,18,51357,3.270586012327796,0
210,18,54272,4.501765140420366,0
211,18,57669,3.0052801194775776,0
212,18,60756,3.000856749128284,0
213,18,68073,3.5003627008021785,0
214,18,70286,4.313457476396891,0
215,18,73323,3.9962564772025133,0
216,18,78469,4.249669240697303,0
217,18,83349,3.1155392094795595,0
218,18,88129,3.2175892352842284,0
219,18,95441,3.073599877168943,0
220,18,99114,3.8794989150161805,0
221,18,106072,3.066761744951878,0
222,18,111759,1.2450989984709069,0
223,18,116823,3.99884434171705,0
224,18,122924,2.002658549882644,0
225,18,144210,3.270586012327796,0
226,18,160438,3.828857918400266,0
227,18,177593,3.209238231744879,0
228,19,13,3.2882152099727504,0
229,19,65,3.8021942814288847,0
230,19,153,2.8508197414025016,0
231,19,216,2.8055626893850256,0
232,19,289,2.9894536896824357,0
233,19,332,3.1235707476340027,0
234,19,357,2.2958478512414695,0
235,19,378,2.9852134926679446,0
236,19,432,3.6481096727406435,0
237,19,468,3.918879962522362,0
238,19,512,2.777345000533815,0
239,19,551,2.7987007629089398,0
240,19,610,3.290383848870591,0
241,19,674,3.991127451661841,0
242,19,743,3.4863851260535306,0
243,19,818,2.418106865854174,0
