userId,movieId,rating,timestamp
1,1,4.350961538461538,0
1,163,4.0,0
1,356,4.259259259259258,0
1,552,4.231450719822812,0
1,733,4.3914924297044005,0
1,1023,4.24736415247364,0
1,1073,4.390134529147983,0
1,1198,4.234906963516689,0
1,1226,4.3569943569943534,0
1,1298,4.259094028826352,0
1,1573,4.3569943569943534,0
1,1793,4.409622886866062,0
1,2018,4.138364779874213,0
1,2094,4.1614906832298155,0
1,2161,4.414601590157274,0
1,2366,4.5824039653035955,0
1,2478,4.183986371379899,0
1,2617,4.446254071661237,0
1,2716,4.479462875197472,0
1,2948,4.341640022569117,0
1,3052,4.312973369166862,0
1,3386,4.259094028826352,0
1,3617,4.271404821280132,0
1,4006,4.341640022569117,0
2,58559,3.807692307692308,0
2,89774,3.6923076923076925,0
2,131724,3.5,0
3,1263,2.822139303482585,0
3,2288,1.3515497553017943,0
3,5746,2.338449111470114,0
4,21,3.715601611974673,0
4,171,3.8091969417936244,0
4,296,3.5491080582325245,0
4,450,3.6063022261912323,0
4,595,3.2669419936174195,0
4,902,3.594014962593515,0
4,1025,3.345398138572905,0
4,1094,3.730536280133163,0
4,1203,3.6063022261912323,0
4,1282,3.6654608447546724,0
4,1580,3.365212821860221,0
4,1860,3.730536280133163,0
4,1966,3.6002980625931458,0
4,2186,3.6055555555555534,0
4,2406,3.6476351080061016,0
4,2763,3.6949955581877383,0
4,2997,3.730536280133163,0
4,3255,3.6063022261912323,0
4,3591,3.640763937214869,0
4,4020,3.730536280133163,0
4,4226,3.6063022261912323,0
4,4741,3.5491080582325245,0
5,39,3.352078239608803,0
5,265,3.826771653543307,0
5,364,3.7,0
5,534,4.5675675675675675,0
6,2,3.495243356869505,0
6,15,3.3859075043630065,0
6,31,3.4380766005032073,0
6,54,3.424643893146292,0
6,88,3.3815384615384576,0
6,112,3.4682872310701285,0
6,153,3.4145012207882743,0
6,174,3.5668668668668664,0
6,196,3.453998978482656,0
6,217,3.3395455705897343,0
6,237,3.529814440091272,0
6,256,3.3395455705897343,0
6,273,3.364313821938032,0
6,292,3.4345759319489524,0
