userId,movieId,rating,timestamp
1,1,5.0,0
1,163,3.287983165066128,0
1,356,4.010557980258623,0
1,552,3.6733050079843825,0
1,733,4.412199496862941,0
1,1023,3.2499171884629594,0
1,1073,3.4839368354518583,0
1,1198,3.006581556567435,0
1,1226,2.469509489906614,0
1,1298,3.5065790433717727,0
1,1573,4.367915565732284,0
1,1793,4.485330467134492,0
1,2018,3.2883719470452317,0
1,2094,3.818387255878157,0
1,2161,2.6235534370542273,0
1,2366,3.693863493535732,0
1,2478,3.308919860367316,0
1,2617,2.8789098519575087,0
1,2716,3.219504342582646,0
1,2948,3.0065235456873762,0
1,3052,1.8260035112515869,0
1,3386,3.906852940414542,0
1,3617,4.138710186881347,0
1,4006,4.006600360363127,0
2,58559,3.9184744720874076,0
2,89774,4.4996282675214285,0
2,131724,3.270586012327796,0
3,1263,4.12680940778173,0
3,2288,2.4964252859847957,0
3,5746,3.270586012327796,0
4,21,2.903660068103266,0
4,171,1.495149861819013,0
4,296,2.931656541633601,0
4,450,2.5100400439453536,0
4,595,2.216836335606704,0
4,902,4.0006224359055285,0
4,1025,4.085541784945319,0
4,1094,4.339041323079266,0
4,1203,3.9192299390537664,0
4,1282,3.25852254815818,0
4,1580,3.0007442989802153,0
4,1860,4.500668023549666,0
4,1966,4.500598122495328,0
4,2186,4.169648368761502,0
4,2406,3.507670107837636,0
4,2763,3.0653759957987945,0
4,2997,3.000365131083442,0
4,3255,1.7441126459285483,0
4,3591,3.9022063376346368,0
4,4020,4.5006426970807105,0
4,4226,4.121035644141768,0
4,4741,3.00071665037007,0
5,39,2.082463481318948,0
5,265,4.399719876299466,0
5,364,2.950209203365185,0
5,534,3.001550102142166,0
6,2,3.020994468416075,0
6,15,3.4581155880895085,0
6,31,3.524380997850195,0
6,54,2.8239043174894274,0
6,88,1.4933378175518213,0
6,112,0.9967537864779865,0
6,153,2.84715606724438,0
6,174,3.450386933425546,0
6,196,3.9974363781664497,0
6,217,3.9972730756813224,0
6,237,4.319287455105732,0
6,256,4.241083937403989,0
6,273,2.9971859021324887,0
6,292,3.5941644932114185,0
6,315,3.907855722304286,0
6,337,3.774249941799371,0
6,351,3.997580747030114,0
6,361,3.4733054896709445,0
6,378,2.997119240006921,0
6,419,2.9971062854238153,0
6,455,4.178364716306448,0
6,477,4.106231218694353,0
6,502,2.995718320812966,0
6,531,3.5924538028711654,0
6,552,3.668105183575223,0
6,594,2.997401573715224,0
6,637,3.250073943539827,0
6,709,2.61399149547167,0
6,783,4.497723805741325,0
6,839,2.591964589241341,0
6,981,3.9975192127603587,0
6,1064,3.175512484447864,0
7,356,3.9984902814225425,0
7,648,3.821209358523476,0
7,1219,3.4974155163559555,0
7,1784,3.8724065586835215,0
7,2671,4.017111891149112,0
7,3578,3.8948399412952037,0
7,4306,1.9967399058612725,0
7,4993,3.4411611133712516,0
7,5816,3.656434197156356,0
7,7143,1.9275726695348796,0
7,8665,4.138846612870202,0
7,8957,3.0001200420799683,0
7,31878,2.496843618362482,0
7,34319,2.4981244270394076,0
7,48783,3.998843049397468,0
8,32,2.806431671649401,0
8,186,2.582137847101341,0
8,317,3.0000027893960333,0
8,440,4.001010717952458,0
8,592,2.9940346889358644,0
9,1037,3.833707381527663,0
9,2877,2.9987369483141393,0
9,5445,4.1208903293491534,0
9,5893,3.270586012327796,0
10,356,4.004044599544068,0
10,2571,1.0002099337076436,0
10,4993,3.4371447294769824,0
